,flight,thank,label
4266,0.0,0.0,average
4267,0.0,0.0,negative
4268,1.0,0.0,average
4269,0.0,0.0,average
4270,0.0,0.0,good
4271,0.5880333434473399,0.8088366874679601,average
4272,0.0,0.0,negative
4273,1.0,0.0,negative
4274,0.0,0.0,average
4275,0.0,0.0,average
4276,0.0,0.0,worse
4277,0.0,1.0,average
4278,1.0,0.0,worse
4279,0.0,0.0,average
4280,1.0,0.0,good
4281,1.0,0.0,worse
4282,0.0,0.0,average
4283,0.0,0.0,worse
4284,1.0,0.0,negative
4285,0.0,0.0,good
4286,0.8239467879466785,0.5666671780087065,good
4287,0.0,0.0,good
4288,1.0,0.0,worse
4289,1.0,0.0,negative
4290,1.0,0.0,negative
4291,0.0,0.0,negative
4292,0.0,0.0,negative
4293,0.0,0.0,average
4294,1.0,0.0,negative
4295,0.0,0.0,negative
4296,0.0,0.0,average
4297,0.0,1.0,good
4298,0.0,0.0,average
4299,0.0,0.0,worse
4300,0.0,0.0,negative
4301,0.0,0.0,worse
4302,0.0,0.0,worse
4303,0.0,0.0,negative
4304,0.0,0.0,negative
4305,0.0,0.0,negative
4306,0.0,0.0,negative
4307,0.0,0.0,worse
4308,0.0,0.0,negative
4309,1.0,0.0,worse
4310,0.0,1.0,average
4311,1.0,0.0,negative
4312,0.0,0.0,good
4313,0.0,0.0,average
4314,0.0,0.0,negative
4315,0.0,0.0,worse
4316,0.0,0.0,average
4317,0.0,0.0,negative
4318,1.0,0.0,negative
4319,0.0,0.0,negative
4320,0.0,0.0,negative
4321,1.0,0.0,negative
4322,0.0,0.0,worse
4323,1.0,0.0,negative
4324,1.0,0.0,worse
4325,0.0,0.0,negative
4326,0.0,0.0,negative
4327,1.0,0.0,negative
4328,0.0,0.0,worse
4329,0.0,0.0,average
4330,1.0,0.0,worse
4331,0.0,0.0,worse
4332,0.0,0.0,negative
4333,1.0,0.0,negative
4334,1.0,0.0,worse
4335,0.0,1.0,good
4336,0.0,0.0,good
4337,0.0,0.0,average
4338,0.0,0.0,negative
4339,0.0,0.0,average
4340,0.0,0.0,negative
4341,0.0,0.0,good
4342,0.0,0.0,average
4343,0.0,0.0,average
4344,0.0,0.0,average
4345,0.0,0.0,average
4346,0.0,0.0,negative
4347,0.0,1.0,good
4348,0.0,0.0,negative
4349,0.0,0.0,average
4350,0.5880333434473399,0.8088366874679601,good
4351,0.0,0.0,average
4352,0.0,0.0,good
4353,1.0,0.0,negative
4354,0.0,0.0,average
4355,0.0,0.0,average
4356,1.0,0.0,worse
4357,0.0,1.0,good
4358,0.0,0.0,negative
4359,0.0,0.0,average
4360,1.0,0.0,negative
4361,0.0,0.0,good
4362,0.0,0.0,worse
4363,0.0,0.0,negative
4364,0.0,0.0,average
4365,0.0,0.0,negative
4366,0.0,0.0,average
4367,0.0,0.0,negative
4368,0.0,0.0,negative
4369,0.0,0.0,average
4370,0.5880333434473399,0.8088366874679601,good
4371,0.0,1.0,good
4372,0.0,1.0,good
4373,1.0,0.0,negative
4374,0.0,0.0,worse
4375,1.0,0.0,good
4376,0.0,0.0,average
4377,0.0,0.0,good
4378,0.0,0.0,good
4379,1.0,0.0,negative
4380,0.0,0.0,worse
4381,1.0,0.0,average
4382,0.0,0.0,good
4383,1.0,0.0,negative
4384,0.0,0.0,worse
4385,0.0,0.0,worse
4386,0.0,0.0,negative
4387,0.0,0.0,worse
4388,1.0,0.0,negative
4389,0.0,1.0,negative
4390,0.0,0.0,average
4391,0.0,0.0,negative
4392,0.0,1.0,worse
4393,0.0,0.0,negative
4394,1.0,0.0,worse
4395,1.0,0.0,average
4396,0.0,0.0,average
4397,0.0,0.0,negative
4398,0.0,0.0,average
4399,1.0,0.0,negative
4400,0.0,0.0,negative
4401,0.0,0.0,worse
4402,0.0,0.0,average
4403,0.0,0.0,worse
4404,0.0,0.0,average
4405,0.0,0.0,negative
4406,1.0,0.0,worse
4407,0.0,0.0,good
4408,0.0,0.0,negative
4409,0.0,0.0,worse
4410,0.0,0.0,worse
4411,0.0,0.0,negative
4412,1.0,0.0,negative
4413,1.0,0.0,worse
4414,0.0,0.0,negative
4415,0.0,0.0,negative
4416,0.0,0.0,negative
4417,1.0,0.0,negative
4418,1.0,0.0,negative
4419,1.0,0.0,negative
4420,0.0,0.0,worse
4421,0.0,0.0,average
4422,0.0,0.0,average
4423,0.0,0.0,average
4424,0.0,1.0,average
4425,0.0,0.0,worse
4426,0.0,0.0,negative
4427,0.0,0.0,average
4428,0.0,0.0,negative
4429,1.0,0.0,negative
4430,0.0,0.0,negative
4431,0.0,0.0,negative
4432,0.0,0.0,average
4433,0.0,0.0,average
4434,1.0,0.0,negative
4435,1.0,0.0,worse
4436,1.0,0.0,negative
4437,0.0,1.0,good
4438,0.0,0.0,worse
4439,0.0,0.0,good
4440,1.0,0.0,worse
4441,1.0,0.0,negative
4442,0.0,0.0,average
4443,1.0,0.0,average
4444,0.0,0.0,negative
4445,0.0,0.0,negative
4446,0.0,0.0,negative
4447,0.0,1.0,average
4448,0.0,0.0,average
4449,0.0,0.0,good
4450,0.0,0.0,negative
4451,0.0,0.0,average
4452,0.0,0.0,negative
4453,0.0,1.0,good
4454,1.0,0.0,negative
4455,0.0,0.0,good
4456,0.0,0.0,average
4457,0.0,0.0,negative
4458,0.0,0.0,negative
4459,0.0,0.0,negative
4460,0.0,0.0,average
4461,1.0,0.0,good
4462,0.5880333434473399,0.8088366874679601,good
4463,1.0,0.0,average
4464,0.0,1.0,good
4465,1.0,0.0,good
4466,1.0,0.0,worse
4467,0.0,0.0,average
4468,0.0,1.0,negative
4469,0.0,0.0,worse
4470,0.0,0.0,negative
4471,0.0,0.0,average
4472,1.0,0.0,average
4473,0.0,0.0,negative
4474,0.0,0.0,worse
4475,0.0,1.0,good
4476,0.0,0.0,negative
4477,0.5880333434473399,0.8088366874679601,good
4478,0.5880333434473399,0.8088366874679601,good
4479,0.0,0.0,negative
4480,0.0,0.0,average
4481,0.0,0.0,average
4482,0.0,0.0,negative
4483,1.0,0.0,negative
4484,0.5880333434473399,0.8088366874679601,negative
4485,0.0,0.0,average
4486,1.0,0.0,worse
4487,1.0,0.0,worse
4488,1.0,0.0,average
4489,0.0,0.0,good
4490,1.0,0.0,negative
4491,1.0,0.0,worse
4492,1.0,0.0,average
4493,0.0,0.0,good
4494,0.0,0.0,negative
4495,0.0,0.0,negative
4496,0.0,0.0,negative
4497,0.0,0.0,worse
4498,1.0,0.0,worse
4499,0.0,0.0,good
4500,0.0,0.0,negative
4501,0.0,0.0,negative
4502,1.0,0.0,negative
4503,1.0,0.0,worse
4504,1.0,0.0,average
4505,0.0,0.0,negative
4506,0.0,0.0,average
4507,0.0,0.0,good
4508,0.0,0.0,average
4509,0.0,0.0,worse
4510,0.0,0.0,good
4511,0.0,1.0,good
4512,0.0,0.0,negative
4513,0.0,0.0,worse
4514,0.5880333434473399,0.8088366874679601,average
4515,0.0,0.0,negative
4516,0.0,0.0,average
4517,0.0,0.0,negative
4518,0.0,0.0,negative
4519,0.5880333434473399,0.8088366874679601,average
4520,1.0,0.0,good
4521,0.0,0.0,negative
4522,0.0,0.0,good
4523,0.0,0.0,good
4524,0.0,0.0,average
4525,0.5880333434473399,0.8088366874679601,good
4526,0.0,0.0,negative
4527,0.0,0.0,average
4528,0.0,0.0,negative
4529,1.0,0.0,average
4530,1.0,0.0,good
4531,0.0,0.0,negative
4532,1.0,0.0,worse
4533,0.0,0.0,worse
4534,1.0,0.0,worse
4535,0.0,0.0,good
4536,0.0,1.0,good
4537,0.5880333434473399,0.8088366874679601,good
4538,0.0,1.0,good
4539,0.0,0.0,average
4540,1.0,0.0,average
4541,0.0,0.0,worse
4542,0.0,0.0,average
4543,0.0,0.0,good
4544,0.0,0.0,negative
4545,1.0,0.0,good
4546,0.0,0.0,good
4547,0.0,0.0,average
4548,0.0,0.0,average
4549,0.0,0.0,good
4550,0.0,1.0,good
4551,0.0,0.0,average
4552,0.0,0.0,good
4553,0.0,0.0,worse
4554,0.0,0.0,average
4555,0.0,0.0,average
4556,0.0,0.0,good
4557,0.0,0.0,worse
4558,1.0,0.0,good
4559,1.0,0.0,negative
4560,0.0,1.0,good
4561,0.0,0.0,worse
4562,1.0,0.0,worse
4563,1.0,0.0,worse
4564,0.0,0.0,negative
4565,0.0,0.0,negative
4566,0.0,1.0,good
4567,0.0,1.0,good
4568,1.0,0.0,negative
4569,0.0,1.0,negative
4570,0.0,0.0,negative
4571,0.0,0.0,average
4572,0.0,0.0,average
4573,1.0,0.0,average
4574,0.0,0.0,average
4575,0.0,0.0,good
4576,0.0,1.0,good
4577,0.5880333434473399,0.8088366874679601,good
4578,0.0,0.0,good
4579,0.0,0.0,average
4580,1.0,0.0,negative
4581,1.0,0.0,worse
4582,1.0,0.0,worse
4583,1.0,0.0,good
4584,0.0,0.0,negative
4585,1.0,0.0,average
4586,0.0,1.0,good
4587,0.0,0.0,negative
4588,0.0,0.0,average
4589,0.0,0.0,average
4590,0.0,1.0,good
4591,0.0,0.0,average
4592,0.0,0.0,average
4593,0.0,0.0,average
4594,0.0,0.0,average
4595,0.0,0.0,average
4596,0.0,0.0,worse
4597,0.0,1.0,good
4598,0.0,0.0,worse
4599,0.0,0.0,worse
4600,0.0,0.0,good
4601,0.0,0.0,good
4602,0.0,0.0,good
4603,0.0,0.0,negative
4604,0.0,0.0,good
4605,0.0,0.0,negative
4606,0.0,0.0,average
4607,0.0,0.0,good
4608,0.0,0.0,average
4609,0.0,1.0,good
4610,0.0,0.0,negative
4611,0.0,0.0,negative
4612,0.0,0.0,average
4613,0.0,0.0,worse
4614,0.0,0.0,good
4615,1.0,0.0,average
4616,0.0,0.0,good
4617,0.0,0.0,negative
4618,0.0,0.0,average
4619,0.0,0.0,negative
4620,0.0,0.0,average
4621,0.0,0.0,good
4622,0.0,1.0,average
4623,0.0,0.0,good
4624,0.0,0.0,good
4625,0.0,0.0,negative
4626,0.0,0.0,average
4627,0.0,0.0,average
4628,0.0,0.0,average
4629,0.0,0.0,good
4630,0.0,0.0,worse
4631,0.0,0.0,good
4632,1.0,0.0,average
4633,0.0,0.0,good
4634,0.0,0.0,average
4635,0.0,0.0,average
4636,1.0,0.0,average
4637,0.0,0.0,negative
4638,0.0,0.0,average
4639,0.0,0.0,good
4640,0.0,0.0,good
4641,0.0,0.0,negative
4642,0.0,0.0,average
4643,0.0,1.0,average
4644,0.0,0.0,average
4645,0.0,1.0,good
4646,0.0,0.0,negative
4647,0.0,0.0,average
4648,0.0,0.0,good
4649,1.0,0.0,negative
4650,0.0,1.0,average
4651,0.0,0.0,good
4652,0.0,0.0,negative
4653,0.0,0.0,negative
4654,1.0,0.0,negative
4655,0.0,0.0,negative
4656,1.0,0.0,good
4657,0.0,0.0,negative
4658,1.0,0.0,negative
4659,0.0,0.0,worse
4660,0.0,0.0,average
4661,0.0,0.0,worse
4662,0.0,0.0,good
4663,1.0,0.0,worse
4664,1.0,0.0,worse
4665,0.0,0.0,good
4666,0.0,0.0,good
4667,0.0,1.0,good
4668,0.0,0.0,good
4669,0.0,0.0,average
4670,0.0,0.0,worse
4671,1.0,0.0,average
4672,1.0,0.0,negative
4673,0.0,1.0,good
4674,0.0,0.0,average
4675,0.0,0.0,negative
4676,1.0,0.0,good
4677,0.0,0.0,negative
4678,0.0,0.0,worse
4679,0.0,1.0,good
4680,0.0,0.0,negative
4681,0.0,0.0,negative
4682,0.0,0.0,worse
4683,1.0,0.0,negative
4684,1.0,0.0,negative
4685,0.0,1.0,good
4686,1.0,0.0,negative
4687,0.0,0.0,average
4688,0.0,1.0,good
4689,0.0,0.0,negative
4690,0.0,0.0,worse
4691,0.0,0.0,negative
4692,0.8239467879466785,0.5666671780087065,good
4693,1.0,0.0,negative
4694,0.0,1.0,average
4695,0.0,0.0,good
4696,0.0,0.0,average
4697,0.0,0.0,negative
4698,0.0,0.0,negative
4699,1.0,0.0,average
4700,0.0,1.0,good
4701,1.0,0.0,negative
4702,0.0,0.0,average
4703,0.0,0.0,negative
4704,1.0,0.0,worse
4705,0.0,0.0,worse
4706,0.0,0.0,negative
4707,0.0,1.0,good
4708,1.0,0.0,worse
4709,1.0,0.0,good
4710,0.0,1.0,good
4711,0.0,0.0,negative
4712,0.0,0.0,negative
4713,0.0,0.0,average
4714,0.0,0.0,negative
4715,0.0,0.0,worse
4716,0.0,0.0,negative
4717,0.0,0.0,good
4718,0.0,0.0,worse
4719,0.0,0.0,negative
4720,0.0,0.0,negative
4721,0.0,0.0,negative
4722,0.0,1.0,good
4723,0.0,0.0,good
4724,1.0,0.0,negative
4725,0.5880333434473399,0.8088366874679601,average
4726,0.0,0.0,average
4727,0.0,0.0,negative
4728,0.0,0.0,good
4729,0.0,0.0,good
4730,1.0,0.0,average
4731,0.0,0.0,average
4732,1.0,0.0,average
4733,1.0,0.0,average
4734,1.0,0.0,average
4735,1.0,0.0,average
4736,1.0,0.0,average
4737,1.0,0.0,average
4738,0.0,0.0,worse
4739,0.0,1.0,average
4740,0.0,0.0,negative
4741,0.0,1.0,good
4742,0.0,0.0,worse
4743,0.0,0.0,negative
4744,0.0,0.0,worse
4745,0.0,0.0,average
4746,0.0,0.0,average
4747,1.0,0.0,worse
4748,0.5880333434473399,0.8088366874679601,average
4749,0.0,0.0,average
4750,0.0,0.0,average
4751,0.0,0.0,negative
4752,0.0,0.0,negative
4753,0.0,0.0,worse
4754,1.0,0.0,average
4755,1.0,0.0,negative
4756,0.0,0.0,negative
4757,0.0,0.0,average
4758,1.0,0.0,negative
4759,0.0,0.0,worse
4760,1.0,0.0,negative
4761,0.0,0.0,worse
4762,0.0,1.0,average
4763,0.0,1.0,good
4764,1.0,0.0,worse
4765,1.0,0.0,negative
4766,0.0,0.0,average
4767,0.0,0.0,average
4768,0.0,0.0,negative
4769,0.0,0.0,negative
4770,1.0,0.0,negative
4771,0.0,0.0,average
4772,0.0,1.0,good
4773,1.0,0.0,worse
4774,0.0,1.0,good
4775,0.0,0.0,worse
4776,0.0,1.0,good
4777,0.5880333434473399,0.8088366874679601,good
4778,1.0,0.0,average
4779,0.0,0.0,negative
4780,1.0,0.0,average
4781,0.5880333434473399,0.8088366874679601,worse
4782,0.5880333434473399,0.8088366874679601,average
4783,1.0,0.0,negative
4784,0.0,0.0,average
4785,0.0,0.0,average
4786,0.0,0.0,good
4787,0.0,0.0,good
4788,0.5880333434473399,0.8088366874679601,good
4789,1.0,0.0,worse
4790,0.0,0.0,good
4791,0.0,0.0,worse
4792,0.0,0.0,average
4793,0.0,0.0,negative
4794,0.0,0.0,good
4795,0.0,0.0,average
4796,1.0,0.0,worse
4797,0.0,0.0,average
4798,0.0,0.0,negative
4799,0.0,0.0,worse
4800,0.0,0.0,negative
4801,1.0,0.0,worse
4802,0.0,0.0,negative
4803,0.0,0.0,negative
4804,0.0,0.0,good
4805,0.0,0.0,negative
4806,0.0,0.0,good
4807,0.0,0.0,worse
4808,0.0,0.0,worse
4809,1.0,0.0,negative
4810,1.0,0.0,good
4811,0.0,0.0,negative
4812,0.0,0.0,negative
4813,0.0,0.0,worse
4814,0.0,1.0,good
4815,0.0,1.0,worse
4816,1.0,0.0,negative
4817,1.0,0.0,average
4818,0.0,1.0,good
4819,0.0,0.0,negative
4820,1.0,0.0,average
4821,0.0,0.0,average
4822,1.0,0.0,good
4823,0.0,1.0,negative
4824,0.0,0.0,good
4825,0.0,0.0,average
4826,0.0,0.0,negative
4827,0.0,0.0,good
4828,0.0,0.0,average
4829,0.0,0.0,worse
4830,1.0,0.0,worse
4831,1.0,0.0,worse
4832,0.0,0.0,average
4833,0.0,0.0,negative
4834,0.0,1.0,good
4835,0.0,0.0,negative
4836,0.0,0.0,worse
4837,0.0,0.0,average
4838,0.0,0.0,average
4839,0.0,0.0,average
4840,1.0,0.0,negative
4841,1.0,0.0,average
4842,0.0,0.0,negative
4843,0.0,0.0,negative
4844,0.0,0.0,worse
4845,0.0,0.0,average
4846,0.0,0.0,worse
4847,0.0,1.0,good
4848,1.0,0.0,worse
4849,1.0,0.0,negative
4850,1.0,0.0,negative
4851,1.0,0.0,worse
4852,0.0,0.0,good
4853,0.0,0.0,negative
4854,1.0,0.0,average
4855,0.0,0.0,negative
4856,0.0,0.0,average
4857,0.0,0.0,average
4858,0.0,0.0,average
4859,0.0,0.0,good
4860,0.0,1.0,good
4861,0.0,0.0,worse
4862,0.0,0.0,average
4863,0.0,0.0,good
4864,0.5880333434473399,0.8088366874679601,good
4865,0.0,0.0,average
4866,0.0,0.0,worse
4867,0.0,1.0,good
4868,0.0,0.0,negative
4869,0.0,0.0,negative
4870,0.0,0.0,average
4871,0.0,0.0,average
4872,0.0,0.0,good
4873,0.0,0.0,worse
4874,1.0,0.0,worse
4875,0.0,0.0,good
4876,0.0,0.0,good
4877,0.0,0.0,average
4878,0.0,0.0,good
4879,1.0,0.0,negative
4880,0.0,0.0,average
4881,1.0,0.0,average
4882,0.0,0.0,worse
4883,0.0,0.0,average
4884,0.0,0.0,good
4885,0.0,0.0,good
4886,0.0,0.0,good
4887,0.0,0.0,good
4888,0.0,0.0,average
4889,0.0,0.0,good
4890,1.0,0.0,negative
4891,0.0,0.0,good
4892,0.0,0.0,good
4893,0.0,0.0,average
4894,0.0,0.0,average
4895,0.0,0.0,average
4896,0.0,0.0,good
4897,0.0,0.0,negative
4898,0.0,0.0,good
4899,0.0,0.0,good
4900,0.0,0.0,average
4901,0.0,1.0,good
4902,0.0,0.0,average
4903,0.0,0.0,good
4904,0.0,0.0,average
4905,0.0,0.0,good
4906,0.0,0.0,good
4907,0.0,0.0,worse
4908,1.0,0.0,average
4909,1.0,0.0,worse
4910,0.0,0.0,average
4911,0.0,0.0,average
4912,0.0,0.0,worse
4913,1.0,0.0,worse
4914,0.0,0.0,negative
4915,0.0,0.0,worse
4916,1.0,0.0,worse
4917,0.0,0.0,negative
4918,0.0,0.0,negative
4919,0.0,0.0,average
4920,0.0,0.0,worse
4921,0.0,0.0,average
4922,0.0,1.0,good
4923,1.0,0.0,good
4924,0.0,1.0,good
4925,1.0,0.0,average
4926,0.0,1.0,negative
4927,0.0,0.0,good
4928,1.0,0.0,good
4929,1.0,0.0,average
4930,1.0,0.0,worse
4931,1.0,0.0,worse
4932,0.0,0.0,negative
4933,0.0,1.0,good
4934,0.0,0.0,average
4935,0.0,0.0,average
4936,1.0,0.0,negative
4937,0.0,0.0,negative
4938,0.0,1.0,good
4939,0.0,0.0,negative
4940,1.0,0.0,good
4941,1.0,0.0,worse
4942,0.0,0.0,negative
4943,0.0,0.0,negative
4944,0.0,0.0,worse
4945,0.0,0.0,average
4946,0.0,0.0,good
4947,0.0,0.0,negative
4948,0.0,0.0,negative
4949,0.0,0.0,negative
4950,0.0,0.0,worse
4951,0.0,0.0,negative
4952,0.0,0.0,worse
4953,1.0,0.0,average
4954,1.0,0.0,worse
4955,0.0,0.0,average
4956,0.0,0.0,average
4957,0.0,0.0,average
4958,0.0,1.0,good
4959,1.0,0.0,worse
4960,1.0,0.0,negative
4961,0.0,0.0,good
4962,0.8239467879466785,0.5666671780087065,worse
4963,0.0,0.0,negative
4964,0.0,0.0,good
4965,1.0,0.0,worse
4966,0.0,1.0,negative
4967,0.0,0.0,average
4968,0.0,0.0,good
4969,0.0,0.0,average
4970,1.0,0.0,negative
4971,0.0,0.0,average
4972,1.0,0.0,average
4973,0.0,0.0,good
4974,1.0,0.0,good
4975,0.0,0.0,negative
4976,1.0,0.0,worse
4977,0.5880333434473399,0.8088366874679601,negative
4978,0.0,1.0,negative
4979,0.0,1.0,good
4980,0.0,0.0,good
4981,0.0,0.0,negative
4982,1.0,0.0,good
4983,1.0,0.0,negative
4984,1.0,0.0,average
4985,1.0,0.0,worse
4986,0.0,0.0,negative
4987,0.0,0.0,good
4988,1.0,0.0,good
4989,1.0,0.0,negative
4990,1.0,0.0,average
4991,1.0,0.0,negative
4992,1.0,0.0,average
4993,0.0,0.0,negative
4994,0.0,0.0,negative
4995,0.0,0.0,average
4996,0.0,0.0,negative
4997,0.0,0.0,good
4998,0.0,0.0,average
4999,1.0,0.0,negative
5000,1.0,0.0,negative
5001,0.0,0.0,worse
5002,1.0,0.0,worse
5003,1.0,0.0,worse
5004,0.0,0.0,average
5005,0.0,0.0,negative
5006,0.0,0.0,average
5007,0.0,0.0,negative
5008,0.0,0.0,average
5009,0.0,0.0,worse
5010,0.0,0.0,average
5011,0.0,0.0,average
5012,0.0,1.0,good
5013,0.0,0.0,worse
5014,0.0,1.0,good
5015,0.0,0.0,average
5016,0.0,1.0,good
5017,0.0,0.0,average
5018,1.0,0.0,average
5019,0.0,0.0,worse
5020,0.5880333434473399,0.8088366874679601,negative
5021,0.0,0.0,negative
5022,0.0,0.0,good
5023,0.0,0.0,good
5024,1.0,0.0,average
5025,0.0,0.0,negative
5026,0.0,1.0,good
5027,0.0,0.0,average
5028,1.0,0.0,average
5029,0.0,0.0,worse
5030,0.0,0.0,worse
5031,0.0,0.0,good
5032,1.0,0.0,worse
5033,0.0,0.0,good
5034,0.0,0.0,average
5035,0.0,0.0,negative
5036,1.0,0.0,negative
5037,0.0,0.0,negative
5038,0.0,0.0,worse
5039,0.0,0.0,negative
5040,0.0,0.0,average
5041,0.0,0.0,average
5042,0.0,0.0,worse
5043,1.0,0.0,negative
5044,1.0,0.0,worse
5045,0.0,0.0,worse
5046,0.0,0.0,average
5047,0.0,0.0,average
5048,1.0,0.0,average
5049,1.0,0.0,negative
5050,0.0,0.0,worse
5051,0.0,1.0,good
5052,0.0,0.0,average
5053,0.0,1.0,good
5054,0.5880333434473399,0.8088366874679601,good
5055,1.0,0.0,average
5056,0.0,0.0,average
5057,1.0,0.0,negative
5058,1.0,0.0,negative
5059,0.0,1.0,good
5060,0.0,0.0,negative
5061,1.0,0.0,negative
5062,0.0,0.0,good
5063,0.0,0.0,negative
5064,1.0,0.0,worse
5065,0.0,0.0,average
5066,1.0,0.0,worse
5067,1.0,0.0,negative
5068,0.0,0.0,negative
5069,1.0,0.0,good
5070,0.0,0.0,negative
5071,1.0,0.0,worse
5072,1.0,0.0,negative
5073,0.0,0.0,negative
5074,1.0,0.0,average
5075,0.0,0.0,worse
5076,1.0,0.0,negative
5077,0.0,0.0,average
5078,1.0,0.0,worse
5079,0.0,0.0,worse
5080,0.0,1.0,good
5081,0.0,1.0,worse
5082,1.0,0.0,negative
5083,1.0,0.0,negative
5084,0.0,0.0,good
5085,0.0,0.0,worse
5086,1.0,0.0,worse
5087,0.0,1.0,negative
5088,0.0,0.0,worse
5089,0.0,0.0,negative
5090,1.0,0.0,negative
5091,0.0,0.0,negative
5092,0.0,1.0,good
5093,1.0,0.0,negative
5094,0.0,0.0,worse
5095,1.0,0.0,average
5096,0.0,0.0,good
5097,0.0,0.0,worse
5098,1.0,0.0,negative
5099,1.0,0.0,good
5100,0.0,1.0,good
5101,1.0,0.0,negative
5102,1.0,0.0,negative
5103,1.0,0.0,average
5104,1.0,0.0,worse
5105,1.0,0.0,worse
5106,1.0,0.0,negative
5107,0.0,1.0,good
5108,1.0,0.0,worse
5109,1.0,0.0,negative
5110,0.0,0.0,negative
5111,1.0,0.0,worse
5112,0.0,0.0,worse
5113,0.0,0.0,average
5114,1.0,0.0,worse
5115,1.0,0.0,negative
5116,0.0,0.0,worse
5117,0.0,0.0,worse
5118,0.0,0.0,negative
5119,1.0,0.0,negative
5120,1.0,0.0,negative
5121,1.0,0.0,worse
5122,0.0,0.0,good
5123,1.0,0.0,good
5124,1.0,0.0,worse
5125,0.0,0.0,negative
5126,0.0,0.0,good
5127,0.0,0.0,negative
5128,0.0,0.0,negative
5129,0.0,0.0,negative
5130,0.0,0.0,average
5131,0.0,0.0,average
5132,0.0,0.0,negative
5133,1.0,0.0,negative
5134,0.0,1.0,good
5135,0.0,0.0,negative
5136,0.0,0.0,negative
5137,1.0,0.0,average
5138,0.0,0.0,average
5139,0.5880333434473399,0.8088366874679601,good
5140,0.0,0.0,good
5141,1.0,0.0,average
5142,0.0,0.0,negative
5143,0.0,0.0,worse
5144,0.0,0.0,negative
5145,0.0,0.0,negative
5146,1.0,0.0,good
5147,0.0,0.0,negative
5148,0.0,0.0,worse
5149,0.0,0.0,good
5150,0.0,0.0,negative
5151,0.0,0.0,average
5152,1.0,0.0,negative
5153,0.0,0.0,negative
5154,0.0,0.0,worse
5155,0.0,0.0,average
5156,0.0,1.0,good
5157,0.0,0.0,worse
5158,0.0,1.0,good
5159,0.0,0.0,worse
5160,0.0,0.0,worse
5161,0.5880333434473399,0.8088366874679601,good
5162,0.0,0.0,negative
5163,0.0,0.0,negative
5164,0.0,0.0,negative
5165,0.0,0.0,negative
5166,0.0,0.0,negative
5167,0.0,0.0,negative
5168,1.0,0.0,negative
5169,0.0,0.0,worse
5170,0.0,0.0,worse
5171,0.0,0.0,worse
5172,1.0,0.0,worse
5173,0.0,1.0,worse
5174,0.0,0.0,average
5175,1.0,0.0,negative
5176,0.0,0.0,good
5177,0.0,0.0,negative
5178,0.0,0.0,good
5179,1.0,0.0,negative
5180,1.0,0.0,worse
5181,0.0,0.0,negative
5182,0.0,0.0,worse
5183,0.0,0.0,negative
5184,1.0,0.0,worse
5185,1.0,0.0,negative
5186,0.0,0.0,good
5187,0.0,0.0,negative
5188,0.0,0.0,average
5189,0.0,0.0,negative
5190,1.0,0.0,worse
5191,0.0,0.0,good
5192,1.0,0.0,negative
5193,1.0,0.0,worse
5194,0.0,0.0,good
5195,0.0,0.0,negative
5196,1.0,0.0,negative
5197,0.0,0.0,average
5198,1.0,0.0,negative
5199,1.0,0.0,negative
5200,1.0,0.0,average
5201,1.0,0.0,worse
5202,1.0,0.0,worse
5203,0.0,0.0,negative
5204,1.0,0.0,negative
5205,0.0,0.0,worse
5206,0.0,0.0,worse
5207,1.0,0.0,worse
5208,0.0,0.0,negative
5209,0.0,0.0,negative
5210,0.0,0.0,worse
5211,1.0,0.0,negative
5212,0.0,0.0,negative
5213,0.0,1.0,good
5214,0.0,0.0,average
5215,1.0,0.0,negative
5216,0.0,0.0,negative
5217,1.0,0.0,worse
5218,0.0,0.0,average
5219,0.0,0.0,worse
5220,0.0,0.0,negative
5221,0.0,0.0,negative
5222,1.0,0.0,worse
5223,0.0,0.0,negative
5224,0.0,0.0,negative
5225,0.0,0.0,average
5226,1.0,0.0,worse
5227,0.0,0.0,worse
5228,1.0,0.0,worse
5229,0.0,0.0,worse
5230,0.0,0.0,negative
5231,0.0,0.0,worse
5232,1.0,0.0,worse
5233,1.0,0.0,negative
5234,1.0,0.0,negative
5235,1.0,0.0,worse
5236,0.0,0.0,negative
5237,0.0,0.0,negative
5238,1.0,0.0,negative
5239,0.0,0.0,worse
5240,0.0,0.0,worse
5241,0.0,0.0,negative
5242,0.0,0.0,good
5243,1.0,0.0,negative
5244,1.0,0.0,negative
5245,0.0,0.0,worse
5246,0.0,1.0,good
5247,0.5880333434473399,0.8088366874679601,average
5248,0.0,0.0,negative
5249,1.0,0.0,worse
5250,1.0,0.0,average
5251,0.0,0.0,negative
5252,0.0,0.0,negative
5253,0.0,1.0,good
5254,0.0,0.0,average
5255,1.0,0.0,negative
5256,0.0,0.0,negative
5257,0.0,0.0,worse
5258,0.0,0.0,average
5259,1.0,0.0,average
5260,0.0,0.0,negative
5261,0.0,0.0,negative
5262,0.0,0.0,average
5263,0.0,0.0,negative
5264,1.0,0.0,negative
5265,1.0,0.0,negative
5266,1.0,0.0,average
5267,0.0,0.0,negative
5268,0.0,0.0,average
5269,1.0,0.0,worse
5270,0.0,0.0,good
5271,0.0,0.0,average
5272,0.0,0.0,good
5273,1.0,0.0,average
5274,1.0,0.0,negative
5275,0.0,1.0,average
5276,0.0,0.0,negative
5277,0.0,0.0,good
5278,0.0,0.0,worse
